run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,72026,baseline,320,146,27,0.6354561368004832,1.0,5,1,0
0,72026,treatment,320,141,35,0.6349521936011782,1.0,6,1,0
0,72026,none,320,146,0,0.6354561368004832,1.0,0,1,0
0,72026,random,320,141,93,0.6334494888109932,1.0,7,1,0
1,72027,baseline,320,141,25,0.6326133055628034,1.0,6,1,0
1,72027,treatment,320,141,33,0.6316825776213123,1.0,8,1,0
1,72027,none,320,141,0,0.6326133055628034,1.0,0,1,0
1,72027,random,320,141,108,0.6354858672060291,1.0,7,1,0
2,72028,baseline,320,144,28,0.6371632760437808,1.0,5,1,0
2,72028,treatment,320,142,37,0.632887637560146,1.0,7,1,0
2,72028,none,320,144,0,0.6371632760437808,1.0,0,1,0
2,72028,random,320,143,97,0.6350463170345395,1.0,4,1,0
3,72029,baseline,320,143,24,0.637506074638418,1.0,6,1,0
3,72029,treatment,320,137,43,0.6366220120875624,1.0,7,1,0
3,72029,none,320,143,0,0.637506074638418,1.0,0,1,0
3,72029,random,320,139,92,0.6381852647150055,1.0,3,1,0
4,72030,baseline,320,141,28,0.6393155012181863,1.0,5,1,0
4,72030,treatment,320,139,36,0.6382107697485501,1.0,7,1,0
4,72030,none,320,141,0,0.6393155012181863,1.0,0,1,0
4,72030,random,320,141,100,0.6351082056974572,1.0,4,1,0
5,72031,baseline,320,140,23,0.6379950224070726,1.0,5,1,0
5,72031,treatment,320,143,30,0.6366157820892046,1.0,7,1,1
5,72031,none,320,140,0,0.6379950224070726,1.0,0,1,0
5,72031,random,320,142,83,0.6354020593938297,1.0,4,1,0
6,72032,baseline,320,139,26,0.6412660378145746,1.0,5,1,0
6,72032,treatment,320,139,26,0.6402008954899496,1.0,7,1,0
6,72032,none,320,139,0,0.6412660378145746,1.0,0,1,0
6,72032,random,320,140,93,0.6335229327762624,1.0,5,1,0
7,72033,baseline,320,140,24,0.6398709909913005,1.0,5,1,0
7,72033,treatment,320,140,28,0.6353070612233775,1.0,6,1,1
7,72033,none,320,140,0,0.6398709909913005,1.0,0,1,0
7,72033,random,320,142,94,0.63751356349905,1.0,3,1,0
8,72034,baseline,320,140,33,0.6371519298309594,1.0,5,1,0
8,72034,treatment,320,143,40,0.6365575566848903,1.0,7,1,0
8,72034,none,320,140,0,0.6371519298309594,1.0,0,1,0
8,72034,random,320,141,89,0.6383082473779232,1.0,4,1,0
9,72035,baseline,320,144,25,0.6349601238015253,1.0,6,1,0
9,72035,treatment,320,142,32,0.6383156617924477,1.0,7,1,0
9,72035,none,320,144,0,0.6349601238015253,1.0,0,1,0
9,72035,random,320,140,90,0.6322599337895568,1.0,4,1,0
10,72036,baseline,320,144,26,0.63825714305955,1.0,5,1,0
10,72036,treatment,320,141,30,0.6358945695862622,1.0,5,1,0
10,72036,none,320,144,0,0.63825714305955,1.0,0,1,0
10,72036,random,320,143,113,0.6409380392848834,1.0,4,1,0
11,72037,baseline,320,140,27,0.6341698207661546,1.0,5,1,0
11,72037,treatment,320,142,34,0.6316042920659636,1.0,7,1,0
11,72037,none,320,140,0,0.6341698207661546,1.0,0,1,0
11,72037,random,320,143,104,0.6343134623534165,1.0,5,1,0
12,72038,baseline,320,138,26,0.6367684752823145,1.0,5,1,0
12,72038,treatment,320,140,30,0.6362041289455489,1.0,7,1,0
12,72038,none,320,138,0,0.6367684752823145,1.0,0,1,0
12,72038,random,320,138,99,0.6370887516156258,1.0,5,1,0
13,72039,baseline,320,145,30,0.6351818326806022,1.0,7,1,0
13,72039,treatment,320,145,37,0.6378690877660503,1.0,9,0,0
