run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,172026,baseline,320,154,34,0.6349713946413503,1.0,6,1,0
0,172026,treatment,320,154,42,0.6349713946413503,1.0,8,1,0
1,172027,baseline,320,147,34,0.6313125196532938,1.0,6,1,0
1,172027,treatment,320,147,41,0.6313125196532938,1.0,8,0,1
2,172028,baseline,320,149,29,0.6325258866203332,1.0,5,1,0
2,172028,treatment,320,149,37,0.6325258866203332,1.0,7,1,0
3,172029,baseline,320,144,42,0.6416564565171281,1.0,5,1,0
3,172029,treatment,320,144,50,0.6416564565171281,1.0,7,1,0
4,172030,baseline,320,142,36,0.6372087842677421,1.0,5,1,0
4,172030,treatment,320,142,44,0.6372087842677421,1.0,7,1,0
5,172031,baseline,320,136,31,0.6312592702477147,1.0,5,1,0
5,172031,treatment,320,136,38,0.6312592702477147,1.0,7,1,0
6,172032,baseline,320,138,35,0.6281842638920108,1.0,5,1,0
6,172032,treatment,320,138,43,0.6281842638920108,1.0,7,1,1
7,172033,baseline,320,138,32,0.6410894519533836,1.0,9,0,0
7,172033,treatment,320,138,39,0.6410894519533836,1.0,10,0,0
8,172034,baseline,320,141,31,0.634736889555033,1.0,5,1,0
8,172034,treatment,320,141,38,0.634736889555033,1.0,7,1,0
9,172035,baseline,320,145,26,0.631286552437082,1.0,5,1,0
9,172035,treatment,320,145,34,0.631286552437082,1.0,7,1,0
10,172036,baseline,320,143,40,0.6260527759372038,1.0,6,1,0
10,172036,treatment,320,143,47,0.6260527759372038,1.0,8,1,1
11,172037,baseline,320,141,32,0.6371676918813497,1.0,5,1,0
11,172037,treatment,320,141,40,0.6371676918813497,1.0,7,1,0
12,172038,baseline,320,147,29,0.6338301125056571,1.0,5,1,0
12,172038,treatment,320,147,37,0.6338301125056571,1.0,7,0,0
13,172039,baseline,320,139,38,0.6390128970501965,1.0,6,0,0
13,172039,treatment,320,139,46,0.6390128970501965,1.0,8,0,0
14,172040,baseline,320,141,33,0.6295248763226571,1.0,6,1,0
14,172040,treatment,320,141,40,0.6295248763226571,1.0,8,1,0
15,172041,baseline,320,143,34,0.6395175855321891,1.0,4,1,1
15,172041,treatment,320,143,42,0.6395175855321891,1.0,6,1,1
16,172042,baseline,320,140,32,0.6421834329595522,1.0,5,1,0
16,172042,treatment,320,140,40,0.6421834329595522,1.0,7,1,0
17,172043,baseline,320,142,31,0.6350354611361664,1.0,5,1,0
17,172043,treatment,320,142,39,0.6350354611361664,1.0,7,1,0
18,172044,baseline,320,138,38,0.6339383234283228,1.0,4,1,0
18,172044,treatment,320,138,45,0.6339383234283228,1.0,6,1,0
19,172045,baseline,320,140,28,0.6332911122845635,1.0,5,1,0
19,172045,treatment,320,140,35,0.6332911122845635,1.0,7,1,0
20,172046,baseline,320,143,33,0.6331572212189631,1.0,4,1,0
20,172046,treatment,320,143,41,0.6331572212189631,1.0,6,0,0
21,172047,baseline,320,147,36,0.6294775745186414,1.0,5,1,0
21,172047,treatment,320,147,44,0.6294775745186414,1.0,7,1,0
22,172048,baseline,320,144,43,0.6319361778554936,1.0,6,1,0
22,172048,treatment,320,144,50,0.6319361778554936,1.0,7,1,0
23,172049,baseline,320,145,41,0.6389768686806282,1.0,6,1,0
23,172049,treatment,320,145,49,0.6389768686806282,1.0,8,1,0
24,172050,baseline,320,137,35,0.6318961965635227,1.0,7,0,0
24,172050,treatment,320,137,43,0.6318961965635227,1.0,9,0,1
25,172051,baseline,320,142,34,0.6348025927724492,1.0,8,1,0
25,172051,treatment,320,142,42,0.6348025927724492,1.0,10,0,0
26,172052,baseline,320,138,36,0.6303581984805475,1.0,7,1,0
26,172052,treatment,320,138,44,0.6303581984805475,1.0,9,0,0
27,172053,baseline,320,146,27,0.6304946265836459,1.0,4,1,0
27,172053,treatment,320,146,35,0.6304946265836459,1.0,6,1,0
28,172054,baseline,320,142,40,0.6391764766612201,1.0,6,1,0
28,172054,treatment,320,142,47,0.6391764766612201,1.0,8,1,0
29,172055,baseline,320,146,37,0.6398351537808536,1.0,6,1,0
29,172055,treatment,320,146,45,0.6398351537808536,1.0,8,0,0
