run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,172026,baseline,320,154,34,0.6349713946413503,1.0,6,1,0
0,172026,treatment,320,154,42,0.6349713946413503,1.0,8,1,0
0,172026,none,320,154,0,0.6349713946413503,1.0,0,1,0
0,172026,random,320,147,102,0.6395549430663847,1.0,8,1,0
1,172027,baseline,320,147,34,0.6313125196532938,1.0,6,1,0
1,172027,treatment,320,147,41,0.6313125196532938,1.0,8,0,1
1,172027,none,320,147,0,0.6313125196532938,1.0,0,1,0
1,172027,random,320,143,89,0.6350636292991606,1.0,6,1,0
2,172028,baseline,320,149,29,0.6325258866203332,1.0,5,1,0
2,172028,treatment,320,149,37,0.6325258866203332,1.0,7,1,0
2,172028,none,320,149,0,0.6325258866203332,1.0,0,1,0
2,172028,random,320,146,85,0.6363140754998264,1.0,3,1,0
3,172029,baseline,320,144,42,0.6416564565171281,1.0,5,1,0
3,172029,treatment,320,144,50,0.6416564565171281,1.0,7,1,0
3,172029,none,320,144,0,0.6416564565171281,1.0,0,1,0
3,172029,random,320,146,88,0.6350346978917971,1.0,5,1,0
4,172030,baseline,320,142,36,0.6372087842677421,1.0,5,1,0
4,172030,treatment,320,142,44,0.6372087842677421,1.0,7,1,0
4,172030,none,320,142,0,0.6372087842677421,1.0,0,1,0
4,172030,random,320,145,99,0.633745648509978,1.0,7,1,0
5,172031,baseline,320,136,31,0.6312592702477147,1.0,5,1,0
5,172031,treatment,320,136,38,0.6312592702477147,1.0,7,1,0
5,172031,none,320,136,0,0.6312592702477147,1.0,0,1,0
5,172031,random,320,140,91,0.6323865184948477,1.0,8,1,0
6,172032,baseline,320,138,35,0.6281842638920108,1.0,5,1,0
6,172032,treatment,320,138,43,0.6281842638920108,1.0,7,1,1
6,172032,none,320,138,0,0.6281842638920108,1.0,0,1,0
6,172032,random,320,144,109,0.6308553588681044,1.0,7,1,0
7,172033,baseline,320,138,32,0.6410894519533836,1.0,9,0,0
7,172033,treatment,320,138,39,0.6410894519533836,1.0,10,0,0
7,172033,none,320,138,0,0.6410894519533836,1.0,0,1,0
7,172033,random,320,143,99,0.6411091111416318,1.0,5,1,0
8,172034,baseline,320,141,31,0.634736889555033,1.0,5,1,0
8,172034,treatment,320,141,38,0.634736889555033,1.0,7,1,0
8,172034,none,320,141,0,0.634736889555033,1.0,0,1,0
8,172034,random,320,140,98,0.6344132870937926,1.0,7,1,0
9,172035,baseline,320,145,26,0.631286552437082,1.0,5,1,0
9,172035,treatment,320,145,34,0.631286552437082,1.0,7,1,0
9,172035,none,320,145,0,0.631286552437082,1.0,0,1,0
9,172035,random,320,142,88,0.6309335544206454,1.0,8,1,0
10,172036,baseline,320,143,40,0.6260527759372038,1.0,6,1,0
10,172036,treatment,320,143,47,0.6260527759372038,1.0,8,1,1
10,172036,none,320,143,0,0.6260527759372038,1.0,0,1,0
10,172036,random,320,142,103,0.633419509537689,1.0,4,1,0
11,172037,baseline,320,141,32,0.6371676918813497,1.0,5,1,0
11,172037,treatment,320,141,40,0.6371676918813497,1.0,7,1,0
11,172037,none,320,141,0,0.6371676918813497,1.0,0,1,0
11,172037,random,320,145,104,0.6337895911653122,1.0,8,1,0
12,172038,baseline,320,147,29,0.6338301125056571,1.0,5,1,0
12,172038,treatment,320,147,37,0.6338301125056571,1.0,7,0,0
12,172038,none,320,147,0,0.6338301125056571,1.0,0,1,0
12,172038,random,320,141,96,0.6308603493512386,1.0,5,1,0
13,172039,baseline,320,139,38,0.6390128970501965,1.0,6,0,0
13,172039,treatment,320,139,46,0.6390128970501965,1.0,8,0,0
13,172039,none,320,139,0,0.6390128970501965,1.0,0,1,0
13,172039,random,320,139,104,0.6295741600362135,1.0,6,1,0
14,172040,baseline,320,141,33,0.6295248763226571,1.0,6,1,0
14,172040,treatment,320,141,40,0.6295248763226571,1.0,8,1,0
14,172040,none,320,141,0,0.6295248763226571,1.0,0,1,0
14,172040,random,320,138,103,0.6344381154028089,1.0,8,1,0
15,172041,baseline,320,143,34,0.6395175855321891,1.0,4,1,1
15,172041,treatment,320,143,42,0.6395175855321891,1.0,6,1,1
15,172041,none,320,143,0,0.6395175855321891,1.0,0,1,0
15,172041,random,320,139,106,0.6311118634733499,1.0,6,1,0
16,172042,baseline,320,140,32,0.6421834329595522,1.0,5,1,0
16,172042,treatment,320,140,40,0.6421834329595522,1.0,7,1,0
16,172042,none,320,140,0,0.6421834329595522,1.0,0,1,0
16,172042,random,320,144,92,0.6324250490971518,1.0,7,1,0
17,172043,baseline,320,142,31,0.6350354611361664,1.0,5,1,0
17,172043,treatment,320,142,39,0.6350354611361664,1.0,7,1,0
17,172043,none,320,142,0,0.6350354611361664,1.0,0,1,0
17,172043,random,320,142,89,0.6351769704221634,1.0,7,1,0
18,172044,baseline,320,138,38,0.6339383234283228,1.0,4,1,0
18,172044,treatment,320,138,45,0.6339383234283228,1.0,6,1,0
18,172044,none,320,138,0,0.6339383234283228,1.0,0,1,0
18,172044,random,320,144,100,0.6325501598633145,1.0,8,1,0
19,172045,baseline,320,140,28,0.6332911122845635,1.0,5,1,0
19,172045,treatment,320,140,35,0.6332911122845635,1.0,7,1,0
19,172045,none,320,140,0,0.6332911122845635,1.0,0,1,0
19,172045,random,320,139,88,0.6295198242227581,1.0,3,1,0
20,172046,baseline,320,143,33,0.6331572212189631,1.0,4,1,0
20,172046,treatment,320,143,41,0.6331572212189631,1.0,6,0,0
20,172046,none,320,143,0,0.6331572212189631,1.0,0,1,0
20,172046,random,320,145,97,0.6317709289592002,1.0,7,1,0
21,172047,baseline,320,147,36,0.6294775745186414,1.0,5,1,0
21,172047,treatment,320,147,44,0.6294775745186414,1.0,7,1,0
21,172047,none,320,147,0,0.6294775745186414,1.0,0,1,0
21,172047,random,320,137,113,0.6347953221029726,1.0,8,1,0
22,172048,baseline,320,144,43,0.6319361778554936,1.0,6,1,0
22,172048,treatment,320,144,50,0.6319361778554936,1.0,7,1,0
22,172048,none,320,144,0,0.6319361778554936,1.0,0,1,0
22,172048,random,320,142,105,0.6369450571893093,1.0,4,1,0
23,172049,baseline,320,145,41,0.6389768686806282,1.0,6,1,0
23,172049,treatment,320,145,49,0.6389768686806282,1.0,8,1,0
23,172049,none,320,145,0,0.6389768686806282,1.0,0,1,0
23,172049,random,320,149,86,0.6308007238295139,1.0,4,1,0
24,172050,baseline,320,137,35,0.6318961965635227,1.0,7,0,0
24,172050,treatment,320,137,43,0.6318961965635227,1.0,9,0,1
24,172050,none,320,137,0,0.6318961965635227,1.0,0,1,0
24,172050,random,320,147,97,0.6321478002326364,1.0,3,1,0
25,172051,baseline,320,142,34,0.6348025927724492,1.0,8,1,0
25,172051,treatment,320,142,42,0.6348025927724492,1.0,10,0,0
25,172051,none,320,142,0,0.6348025927724492,1.0,0,1,0
25,172051,random,320,138,107,0.6263984337018818,1.0,7,1,0
26,172052,baseline,320,138,36,0.6303581984805475,1.0,7,1,0
26,172052,treatment,320,138,44,0.6303581984805475,1.0,9,0,0
26,172052,none,320,138,0,0.6303581984805475,1.0,0,1,0
26,172052,random,320,140,107,0.6347667590774828,1.0,8,1,0
27,172053,baseline,320,146,27,0.6304946265836459,1.0,4,1,0
27,172053,treatment,320,146,35,0.6304946265836459,1.0,6,1,0
27,172053,none,320,146,0,0.6304946265836459,1.0,0,1,0
27,172053,random,320,140,89,0.6362979834799822,1.0,4,1,1
28,172054,baseline,320,142,40,0.6391764766612201,1.0,6,1,0
28,172054,treatment,320,142,47,0.6391764766612201,1.0,8,1,0
28,172054,none,320,142,0,0.6391764766612201,1.0,0,1,0
28,172054,random,320,139,104,0.6315795888862111,1.0,5,1,0
29,172055,baseline,320,146,37,0.6398351537808536,1.0,6,1,0
29,172055,treatment,320,146,45,0.6398351537808536,1.0,8,0,0
29,172055,none,320,146,0,0.6398351537808536,1.0,0,1,0
29,172055,random,320,150,87,0.6341041678993985,1.0,6,1,0
