run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,102026,baseline,320,144,36,0.6360925498965434,1.0,6,1,0
0,102026,treatment,320,146,45,0.6352548061628781,1.0,8,1,0
0,102026,none,320,144,0,0.6360925498965434,1.0,0,1,0
0,102026,random,320,145,98,0.6378456861764511,1.0,5,1,0
1,102027,baseline,320,148,34,0.6339614906967295,1.0,8,1,0
1,102027,treatment,320,145,46,0.6323044674643105,1.0,9,1,0
1,102027,none,320,148,0,0.6339614906967295,1.0,0,1,0
1,102027,random,320,155,94,0.6390713383110814,1.0,6,1,0
2,102028,baseline,320,148,41,0.6325488941195299,1.0,6,1,0
2,102028,treatment,320,141,42,0.633973199048685,1.0,7,1,0
2,102028,none,320,148,0,0.6325488941195299,1.0,0,1,0
2,102028,random,320,145,110,0.6353766004283649,1.0,6,1,0
3,102029,baseline,320,138,35,0.6359623526994286,1.0,5,1,0
3,102029,treatment,320,139,41,0.6389862563041169,1.0,7,1,0
3,102029,none,320,138,0,0.6359623526994286,1.0,0,1,0
3,102029,random,320,144,98,0.6358855928867022,1.0,8,1,0
4,102030,baseline,320,142,31,0.6380206268220515,1.0,6,1,0
4,102030,treatment,320,138,39,0.6335425689487638,1.0,7,1,0
4,102030,none,320,142,0,0.6380206268220515,1.0,0,1,0
4,102030,random,320,138,96,0.6309673323894691,1.0,6,1,0
5,102031,baseline,320,143,36,0.6360335306040472,1.0,5,1,0
5,102031,treatment,320,140,40,0.6311913927158025,1.0,6,1,0
5,102031,none,320,143,0,0.6360335306040472,1.0,0,1,0
5,102031,random,320,139,96,0.6321492073799478,1.0,6,1,0
6,102032,baseline,320,149,35,0.6373761963736689,1.0,6,1,0
6,102032,treatment,320,148,40,0.6336342729137378,1.0,7,1,0
6,102032,none,320,149,0,0.6373761963736689,1.0,0,1,0
6,102032,random,320,144,97,0.6348500924755215,1.0,6,1,0
7,102033,baseline,320,144,32,0.633624833546728,1.0,5,1,0
7,102033,treatment,320,144,41,0.6373927038340275,1.0,7,1,0
7,102033,none,320,144,0,0.633624833546728,1.0,0,1,0
7,102033,random,320,140,105,0.6329761963061361,1.0,7,1,0
8,102034,baseline,320,139,40,0.6374078695950569,1.0,6,1,0
8,102034,treatment,320,148,52,0.6361196839211627,1.0,8,1,0
8,102034,none,320,139,0,0.6374078695950569,1.0,0,1,0
8,102034,random,320,142,83,0.6364036896895766,1.0,5,1,0
9,102035,baseline,320,140,28,0.6382603289881993,1.0,6,1,0
9,102035,treatment,320,138,36,0.6387737479848523,1.0,7,1,0
9,102035,none,320,140,0,0.6382603289881993,1.0,0,1,0
9,102035,random,320,144,100,0.6406288464436429,1.0,5,1,0
10,102036,baseline,320,138,31,0.6361318720424726,1.0,6,1,0
10,102036,treatment,320,140,43,0.6373677243447687,1.0,7,1,0
10,102036,none,320,138,0,0.6361318720424726,1.0,0,1,0
10,102036,random,320,143,104,0.6379296940377308,1.0,5,1,0
11,102037,baseline,320,144,30,0.6357884988839115,1.0,5,1,0
11,102037,treatment,320,147,42,0.6372773234209695,1.0,6,1,0
11,102037,none,320,144,0,0.6357884988839115,1.0,0,1,0
11,102037,random,320,145,97,0.6392954935291145,1.0,7,1,0
12,102038,baseline,320,140,32,0.6350618498868326,1.0,6,1,0
12,102038,treatment,320,143,39,0.6354913552710035,1.0,8,1,0
12,102038,none,320,140,0,0.6350618498868326,1.0,0,1,0
12,102038,random,320,137,93,0.6382464009488582,1.0,7,1,0
13,102039,baseline,320,152,32,0.6325766330376486,1.0,6,1,0
13,102039,treatment,320,139,44,0.6341810816390544,1.0,8,1,0
13,102039,none,320,152,0,0.6325766330376486,1.0,0,1,0
13,102039,random,320,138,110,0.63434366061644,1.0,4,1,0
14,102040,baseline,320,148,35,0.6347211263787249,1.0,6,1,0
14,102040,treatment,320,152,39,0.6372595816575899,1.0,8,0,0
14,102040,none,320,148,0,0.6347211263787249,1.0,0,1,0
14,102040,random,320,137,94,0.6378615301178752,1.0,6,1,0
15,102041,baseline,320,140,33,0.6352904001299167,1.0,5,1,0
15,102041,treatment,320,142,44,0.6344586289886396,1.0,6,1,0
15,102041,none,320,140,0,0.6352904001299167,1.0,0,1,0
15,102041,random,320,141,106,0.6345071791367541,1.0,9,1,0
16,102042,baseline,320,150,32,0.6384089920216608,1.0,4,1,0
16,102042,treatment,320,142,38,0.639661081216071,1.0,5,1,1
