run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,102026,baseline,320,144,36,0.6360925498965434,1.0,6,1,0
0,102026,treatment,320,146,45,0.6352548061628781,1.0,8,1,0
1,102027,baseline,320,148,34,0.6339614906967295,1.0,8,1,0
1,102027,treatment,320,145,46,0.6323044674643105,1.0,9,1,0
2,102028,baseline,320,148,41,0.6325488941195299,1.0,6,1,0
2,102028,treatment,320,141,42,0.633973199048685,1.0,7,1,0
3,102029,baseline,320,138,35,0.6359623526994286,1.0,5,1,0
3,102029,treatment,320,139,41,0.6389862563041169,1.0,7,1,0
4,102030,baseline,320,142,31,0.6380206268220515,1.0,6,1,0
4,102030,treatment,320,138,39,0.6335425689487638,1.0,7,1,0
5,102031,baseline,320,143,36,0.6360335306040472,1.0,5,1,0
5,102031,treatment,320,140,40,0.6311913927158025,1.0,6,1,0
6,102032,baseline,320,149,35,0.6373761963736689,1.0,6,1,0
6,102032,treatment,320,148,40,0.6336342729137378,1.0,7,1,0
7,102033,baseline,320,144,32,0.633624833546728,1.0,5,1,0
7,102033,treatment,320,144,41,0.6373927038340275,1.0,7,1,0
8,102034,baseline,320,139,40,0.6374078695950569,1.0,6,1,0
8,102034,treatment,320,148,52,0.6361196839211627,1.0,8,1,0
9,102035,baseline,320,140,28,0.6382603289881993,1.0,6,1,0
9,102035,treatment,320,138,36,0.6387737479848523,1.0,7,1,0
10,102036,baseline,320,138,31,0.6361318720424726,1.0,6,1,0
10,102036,treatment,320,140,43,0.6373677243447687,1.0,7,1,0
11,102037,baseline,320,144,30,0.6357884988839115,1.0,5,1,0
11,102037,treatment,320,147,42,0.6372773234209695,1.0,6,1,0
12,102038,baseline,320,140,32,0.6350618498868326,1.0,6,1,0
12,102038,treatment,320,143,39,0.6354913552710035,1.0,8,1,0
13,102039,baseline,320,152,32,0.6325766330376486,1.0,6,1,0
13,102039,treatment,320,139,44,0.6341810816390544,1.0,8,1,0
14,102040,baseline,320,148,35,0.6347211263787249,1.0,6,1,0
14,102040,treatment,320,152,39,0.6372595816575899,1.0,8,0,0
15,102041,baseline,320,140,33,0.6352904001299167,1.0,5,1,0
15,102041,treatment,320,142,44,0.6344586289886396,1.0,6,1,0
16,102042,baseline,320,150,32,0.6384089920216608,1.0,4,1,0
16,102042,treatment,320,142,38,0.639661081216071,1.0,5,1,1
17,102043,baseline,320,150,37,0.6369229301346235,1.0,5,1,0
17,102043,treatment,320,146,43,0.6343258245970109,1.0,7,1,1
18,102044,baseline,320,145,30,0.6382231050895437,1.0,4,1,0
18,102044,treatment,320,143,34,0.6359326454467853,1.0,6,1,0
19,102045,baseline,320,140,33,0.6354954373772645,1.0,4,1,0
19,102045,treatment,320,140,33,0.6380830512499861,1.0,5,1,1
20,102046,baseline,320,142,34,0.6410828029075585,1.0,5,1,0
20,102046,treatment,320,138,40,0.6397329335780557,1.0,7,1,0
21,102047,baseline,320,134,35,0.6360791699583863,1.0,4,1,0
21,102047,treatment,320,138,33,0.6359314824140383,1.0,6,1,0
22,102048,baseline,320,139,33,0.6321807274680108,1.0,3,1,0
22,102048,treatment,320,141,39,0.6349522735184328,1.0,5,1,0
23,102049,baseline,320,141,43,0.6380037147455534,1.0,7,1,0
23,102049,treatment,320,138,44,0.6357665772603988,1.0,9,1,1
24,102050,baseline,320,130,24,0.640031595877263,1.0,4,1,0
24,102050,treatment,320,137,38,0.641996509849067,1.0,6,1,0
25,102051,baseline,320,143,30,0.6351241293626299,1.0,6,1,0
25,102051,treatment,320,141,40,0.6375786290953886,1.0,8,0,0
26,102052,baseline,320,142,39,0.6388765711951263,1.0,5,1,0
26,102052,treatment,320,144,46,0.6372664343660318,1.0,6,1,1
27,102053,baseline,320,138,36,0.6349514802527263,1.0,5,1,0
27,102053,treatment,320,144,40,0.6384524454242185,1.0,7,1,0
28,102054,baseline,320,147,32,0.6375561520399794,1.0,4,1,1
28,102054,treatment,320,150,40,0.6335939184134209,1.0,5,1,0
29,102055,baseline,320,148,31,0.6362107087373259,1.0,5,1,0
29,102055,treatment,320,147,42,0.6361059711408095,1.0,6,1,1
