run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,2026,baseline,320,137,24,0.6366070769490566,1.0,5,1,0
0,2026,treatment,320,136,32,0.6372385572290451,1.0,7,1,0
0,2026,none,320,137,0,0.6366070769490566,1.0,0,1,0
0,2026,random,320,143,90,0.6357839632998058,1.0,9,1,0
1,2027,baseline,320,139,23,0.638156173445817,1.0,5,1,0
1,2027,treatment,320,138,32,0.6383474643251861,1.0,6,1,1
1,2027,none,320,139,0,0.638156173445817,1.0,0,1,0
1,2027,random,320,137,104,0.6375024914801208,1.0,4,1,0
2,2028,baseline,320,140,31,0.6371145120204673,1.0,6,1,0
2,2028,treatment,320,144,36,0.6375328813644965,1.0,8,1,0
2,2028,none,320,140,0,0.6371145120204673,1.0,0,1,0
2,2028,random,320,141,113,0.6379844071223223,1.0,9,1,0
3,2029,baseline,320,141,29,0.6386260354730092,1.0,7,1,0
3,2029,treatment,320,145,32,0.6380370590606901,1.0,9,0,0
3,2029,none,320,141,0,0.6386260354730092,1.0,0,1,0
3,2029,random,320,147,96,0.6374930693772102,1.0,7,1,0
4,2030,baseline,320,140,28,0.6361457289160043,1.0,5,1,0
4,2030,treatment,320,133,35,0.6356776987769555,1.0,7,1,0
4,2030,none,320,140,0,0.6361457289160043,1.0,0,1,0
4,2030,random,320,142,97,0.6355393466007191,1.0,6,1,0
5,2031,baseline,320,139,24,0.6384495179900707,1.0,5,1,0
5,2031,treatment,320,140,28,0.6388099564411214,1.0,6,1,0
5,2031,none,320,139,0,0.6384495179900707,1.0,0,1,0
5,2031,random,320,136,110,0.638230211643745,1.0,7,1,0
6,2032,baseline,320,141,28,0.6360710548345285,1.0,5,1,0
6,2032,treatment,320,143,27,0.6360792420118999,1.0,7,0,1
6,2032,none,320,141,0,0.6360710548345285,1.0,0,1,0
6,2032,random,320,143,100,0.6358464487990763,1.0,7,1,0
7,2033,baseline,320,140,27,0.6356317298144912,1.0,5,1,0
7,2033,treatment,320,138,31,0.6391692495546437,1.0,7,1,0
7,2033,none,320,140,0,0.6356317298144912,1.0,0,1,0
7,2033,random,320,139,114,0.6371476773714276,1.0,4,1,0
8,2034,baseline,320,139,27,0.6357445585587511,1.0,5,1,0
8,2034,treatment,320,138,32,0.6351825433894784,1.0,7,1,0
8,2034,none,320,139,0,0.6357445585587511,1.0,0,1,0
8,2034,random,320,140,102,0.6373810873498462,1.0,3,1,0
9,2035,baseline,320,140,27,0.6379467556092677,1.0,5,1,0
9,2035,treatment,320,144,28,0.6360346768691563,1.0,6,1,0
9,2035,none,320,140,0,0.6379467556092677,1.0,0,1,0
9,2035,random,320,138,89,0.6354782589893877,1.0,9,1,0
10,2036,baseline,320,140,28,0.6390496979079477,1.0,5,1,0
10,2036,treatment,320,145,34,0.6364742973258775,1.0,7,1,0
10,2036,none,320,140,0,0.6390496979079477,1.0,0,1,0
10,2036,random,320,141,90,0.6375018873467575,1.0,4,1,0
11,2037,baseline,320,141,26,0.6373213180664256,1.0,6,1,0
11,2037,treatment,320,140,32,0.6373804213899235,1.0,7,1,0
11,2037,none,320,141,0,0.6373213180664256,1.0,0,1,0
11,2037,random,320,146,90,0.6357339151730461,1.0,6,1,0
12,2038,baseline,320,143,29,0.6375288222204855,1.0,5,1,0
12,2038,treatment,320,141,35,0.6370360555775092,1.0,7,1,0
12,2038,none,320,143,0,0.6375288222204855,1.0,0,1,0
12,2038,random,320,143,111,0.6352729461120723,1.0,10,1,0
13,2039,baseline,320,145,22,0.6377837771712613,1.0,5,1,0
13,2039,treatment,320,144,27,0.6365314719371034,1.0,5,1,0
13,2039,none,320,145,0,0.6377837771712613,1.0,0,1,0
13,2039,random,320,143,98,0.6367574548421226,1.0,6,1,0
14,2040,baseline,320,135,25,0.6370619735490483,1.0,5,1,0
14,2040,treatment,320,142,30,0.6370548425148693,1.0,6,1,0
14,2040,none,320,135,0,0.6370619735490483,1.0,0,1,0
14,2040,random,320,143,91,0.6352757372094248,1.0,4,1,0
15,2041,baseline,320,142,25,0.6393914543553254,1.0,5,1,0
15,2041,treatment,320,141,31,0.6361820213684284,1.0,7,1,0
15,2041,none,320,142,0,0.6393914543553254,1.0,0,1,0
15,2041,random,320,144,100,0.6366375070954662,1.0,4,1,0
16,2042,baseline,320,142,21,0.6382950391947396,1.0,6,1,0
16,2042,treatment,320,144,27,0.6368756780908928,1.0,8,0,0
16,2042,none,320,142,0,0.6382950391947396,1.0,0,1,0
16,2042,random,320,137,89,0.6355006137201132,1.0,8,1,0
17,2043,baseline,320,140,29,0.6363909340474931,1.0,5,1,0
17,2043,treatment,320,141,33,0.6379588234492082,1.0,6,1,0
17,2043,none,320,140,0,0.6363909340474931,1.0,0,1,0
17,2043,random,320,139,119,0.6381599642664897,1.0,5,1,0
18,2044,baseline,320,140,20,0.6372831042262397,1.0,5,1,0
18,2044,treatment,320,136,29,0.6368942875211647,1.0,7,1,0
18,2044,none,320,140,0,0.6372831042262397,1.0,0,1,0
18,2044,random,320,140,102,0.6374875790157938,1.0,6,1,0
19,2045,baseline,320,137,31,0.6393851331327862,1.0,5,1,0
19,2045,treatment,320,141,35,0.6380341243776291,1.0,6,1,1
19,2045,none,320,137,0,0.6393851331327862,1.0,0,1,0
19,2045,random,320,145,89,0.6361587017720252,1.0,4,1,0
20,2046,baseline,320,133,31,0.6367684676571698,1.0,5,1,0
20,2046,treatment,320,138,34,0.638458949867495,1.0,6,1,0
20,2046,none,320,133,0,0.6367684676571698,1.0,0,1,0
20,2046,random,320,142,106,0.6368205574278246,1.0,9,1,0
21,2047,baseline,320,143,20,0.6382582978122877,1.0,4,1,0
21,2047,treatment,320,140,24,0.6375280781610813,1.0,5,1,0
21,2047,none,320,143,0,0.6382582978122877,1.0,0,1,0
21,2047,random,320,144,87,0.6375955599057888,1.0,3,1,0
