run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,2026,baseline,320,137,24,0.6366070769490566,1.0,5,1,0
0,2026,treatment,320,136,32,0.6372385572290451,1.0,7,1,0
1,2027,baseline,320,139,23,0.638156173445817,1.0,5,1,0
1,2027,treatment,320,138,32,0.6383474643251861,1.0,6,1,1
2,2028,baseline,320,140,31,0.6371145120204673,1.0,6,1,0
2,2028,treatment,320,144,36,0.6375328813644965,1.0,8,1,0
3,2029,baseline,320,141,29,0.6386260354730092,1.0,7,1,0
3,2029,treatment,320,145,32,0.6380370590606901,1.0,9,0,0
4,2030,baseline,320,140,28,0.6361457289160043,1.0,5,1,0
4,2030,treatment,320,133,35,0.6356776987769555,1.0,7,1,0
5,2031,baseline,320,139,24,0.6384495179900707,1.0,5,1,0
5,2031,treatment,320,140,28,0.6388099564411214,1.0,6,1,0
6,2032,baseline,320,141,28,0.6360710548345285,1.0,5,1,0
6,2032,treatment,320,143,27,0.6360792420118999,1.0,7,0,1
7,2033,baseline,320,140,27,0.6356317298144912,1.0,5,1,0
7,2033,treatment,320,138,31,0.6391692495546437,1.0,7,1,0
8,2034,baseline,320,139,27,0.6357445585587511,1.0,5,1,0
8,2034,treatment,320,138,32,0.6351825433894784,1.0,7,1,0
9,2035,baseline,320,140,27,0.6379467556092677,1.0,5,1,0
9,2035,treatment,320,144,28,0.6360346768691563,1.0,6,1,0
10,2036,baseline,320,140,28,0.6390496979079477,1.0,5,1,0
10,2036,treatment,320,145,34,0.6364742973258775,1.0,7,1,0
11,2037,baseline,320,141,26,0.6373213180664256,1.0,6,1,0
11,2037,treatment,320,140,32,0.6373804213899235,1.0,7,1,0
12,2038,baseline,320,143,29,0.6375288222204855,1.0,5,1,0
12,2038,treatment,320,141,35,0.6370360555775092,1.0,7,1,0
13,2039,baseline,320,145,22,0.6377837771712613,1.0,5,1,0
13,2039,treatment,320,144,27,0.6365314719371034,1.0,5,1,0
14,2040,baseline,320,135,25,0.6370619735490483,1.0,5,1,0
14,2040,treatment,320,142,30,0.6370548425148693,1.0,6,1,0
15,2041,baseline,320,142,25,0.6393914543553254,1.0,5,1,0
15,2041,treatment,320,141,31,0.6361820213684284,1.0,7,1,0
16,2042,baseline,320,142,21,0.6382950391947396,1.0,6,1,0
16,2042,treatment,320,144,27,0.6368756780908928,1.0,8,0,0
17,2043,baseline,320,140,29,0.6363909340474931,1.0,5,1,0
17,2043,treatment,320,141,33,0.6379588234492082,1.0,6,1,0
18,2044,baseline,320,140,20,0.6372831042262397,1.0,5,1,0
18,2044,treatment,320,136,29,0.6368942875211647,1.0,7,1,0
19,2045,baseline,320,137,31,0.6393851331327862,1.0,5,1,0
19,2045,treatment,320,141,35,0.6380341243776291,1.0,6,1,1
20,2046,baseline,320,133,31,0.6367684676571698,1.0,5,1,0
20,2046,treatment,320,138,34,0.638458949867495,1.0,6,1,0
21,2047,baseline,320,143,20,0.6382582978122877,1.0,4,1,0
21,2047,treatment,320,140,24,0.6375280781610813,1.0,5,1,0
22,2048,baseline,320,140,25,0.6376975333237309,1.0,5,1,0
22,2048,treatment,320,140,34,0.6380893453657893,1.0,7,1,0
23,2049,baseline,320,142,24,0.6366484527081572,1.0,5,1,0
23,2049,treatment,320,141,28,0.6370742196702388,1.0,6,1,0
24,2050,baseline,320,145,23,0.6367598530232486,1.0,5,1,0
24,2050,treatment,320,145,30,0.6387677539712341,1.0,6,1,0
25,2051,baseline,320,137,24,0.6362265543457241,1.0,5,1,0
25,2051,treatment,320,138,33,0.6361473514306673,1.0,7,1,0
26,2052,baseline,320,138,29,0.6338156940873751,1.0,6,1,0
26,2052,treatment,320,141,33,0.636008517598888,1.0,7,1,0
27,2053,baseline,320,139,24,0.6376602868843768,1.0,5,1,0
27,2053,treatment,320,138,25,0.6370684998813749,1.0,5,1,0
28,2054,baseline,320,141,21,0.6377829784208967,1.0,5,1,0
28,2054,treatment,320,140,29,0.6359827921513692,1.0,7,1,0
29,2055,baseline,320,141,25,0.6376519079475576,1.0,5,1,0
29,2055,treatment,320,142,31,0.638015844943423,1.0,6,1,0
