run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,132026,baseline,320,144,29,0.6288944437938288,1.0,4,1,0
0,132026,treatment,320,144,31,0.6344630827390648,1.0,6,1,0
0,132026,none,320,144,0,0.6288944437938288,1.0,0,1,0
0,132026,random,320,141,95,0.6315401780371646,1.0,6,1,0
1,132027,baseline,320,140,25,0.6352465757773175,1.0,5,1,0
1,132027,treatment,320,144,31,0.6358497143492254,1.0,6,1,0
1,132027,none,320,140,0,0.6352465757773175,1.0,0,1,0
1,132027,random,320,137,94,0.6283093977476117,1.0,6,1,0
2,132028,baseline,320,142,26,0.6331276808685276,1.0,5,1,0
2,132028,treatment,320,143,30,0.6365105666630869,1.0,7,1,0
2,132028,none,320,142,0,0.6331276808685276,1.0,0,1,0
2,132028,random,320,142,97,0.6320665093126367,1.0,8,1,0
3,132029,baseline,320,143,27,0.6373335165477554,1.0,5,1,0
3,132029,treatment,320,141,33,0.6377678846386899,1.0,7,1,0
3,132029,none,320,143,0,0.6373335165477554,1.0,0,1,0
3,132029,random,320,138,101,0.6370414570360363,1.0,3,1,0
4,132030,baseline,320,139,24,0.6349344826881382,1.0,5,1,0
4,132030,treatment,320,137,31,0.6361623387155666,1.0,7,1,0
4,132030,none,320,139,0,0.6349344826881382,1.0,0,1,0
4,132030,random,320,140,105,0.6315074586643884,1.0,6,1,0
5,132031,baseline,320,140,25,0.628198458596929,1.0,4,1,0
5,132031,treatment,320,143,37,0.6333440213430354,1.0,6,1,0
5,132031,none,320,140,0,0.628198458596929,1.0,0,1,0
5,132031,random,320,148,119,0.6314601372452785,1.0,7,1,0
6,132032,baseline,320,145,24,0.6260890556684711,1.0,5,1,0
6,132032,treatment,320,144,30,0.6297911878568199,1.0,7,1,0
6,132032,none,320,145,0,0.6260890556684711,1.0,0,1,0
6,132032,random,320,142,107,0.6370869740955849,1.0,8,1,0
7,132033,baseline,320,150,25,0.6369934657711551,1.0,5,1,0
7,132033,treatment,320,141,34,0.6385727134112382,1.0,7,1,0
7,132033,none,320,150,0,0.6369934657711551,1.0,0,1,0
7,132033,random,320,142,81,0.6325159314802022,1.0,5,1,0
8,132034,baseline,320,140,27,0.6334115261010205,1.0,6,1,0
8,132034,treatment,320,143,36,0.634208719109325,1.0,8,1,0
8,132034,none,320,140,0,0.6334115261010205,1.0,0,1,0
8,132034,random,320,140,85,0.6361220366604927,1.0,5,1,1
9,132035,baseline,320,142,20,0.6391132163803913,1.0,5,1,0
9,132035,treatment,320,140,29,0.6394478659398011,1.0,6,1,0
9,132035,none,320,142,0,0.6391132163803913,1.0,0,1,0
9,132035,random,320,139,94,0.6323611427486301,1.0,4,1,0
10,132036,baseline,320,140,28,0.6367615062646573,1.0,5,1,0
10,132036,treatment,320,138,34,0.6341914353172158,1.0,7,1,0
10,132036,none,320,140,0,0.6367615062646573,1.0,0,1,0
10,132036,random,320,142,91,0.6294670060377747,1.0,4,1,0
11,132037,baseline,320,138,23,0.6332475204484139,1.0,5,1,0
11,132037,treatment,320,144,29,0.6357049776833342,1.0,7,1,0
11,132037,none,320,138,0,0.6332475204484139,1.0,0,1,0
11,132037,random,320,138,95,0.6295961400265642,1.0,4,1,0
12,132038,baseline,320,143,26,0.6330021021883075,1.0,5,1,0
12,132038,treatment,320,140,31,0.6261234579956367,1.0,7,1,0
12,132038,none,320,143,0,0.6330021021883075,1.0,0,1,0
12,132038,random,320,139,91,0.6304584538909807,1.0,7,1,0
13,132039,baseline,320,139,29,0.6381423899611903,1.0,5,1,0
13,132039,treatment,320,140,35,0.6393425887614786,1.0,6,1,0
13,132039,none,320,139,0,0.6381423899611903,1.0,0,1,0
13,132039,random,320,137,88,0.6311147027948041,1.0,8,1,0
14,132040,baseline,320,143,25,0.6365902775686971,1.0,5,1,0
14,132040,treatment,320,144,31,0.6381038836749325,1.0,6,1,0
14,132040,none,320,143,0,0.6365902775686971,1.0,0,1,0
14,132040,random,320,140,101,0.6364330074164325,1.0,7,1,0
15,132041,baseline,320,142,25,0.6319245053229826,1.0,5,1,0
15,132041,treatment,320,145,32,0.6301169173470615,1.0,6,1,0
15,132041,none,320,142,0,0.6319245053229826,1.0,0,1,0
15,132041,random,320,137,105,0.6326558173977963,1.0,6,1,0
16,132042,baseline,320,140,26,0.6389236295948587,1.0,5,1,0
16,132042,treatment,320,141,27,0.6381202904557755,1.0,7,1,0
16,132042,none,320,140,0,0.6389236295948587,1.0,0,1,0
16,132042,random,320,142,98,0.639473172341812,1.0,8,1,0
17,132043,baseline,320,139,21,0.6403201459488675,1.0,5,1,0
17,132043,treatment,320,141,28,0.6420864273027216,1.0,7,1,0
17,132043,none,320,139,0,0.6403201459488675,1.0,0,1,0
17,132043,random,320,142,89,0.635156860763303,1.0,3,1,0
18,132044,baseline,320,146,23,0.6339005669209192,1.0,5,1,0
18,132044,treatment,320,144,35,0.6326480028356829,1.0,7,1,0
18,132044,none,320,146,0,0.6339005669209192,1.0,0,1,0
18,132044,random,320,141,98,0.6354370847497781,1.0,4,1,0
19,132045,baseline,320,137,27,0.6282151509948757,1.0,6,1,0
19,132045,treatment,320,139,28,0.6308368625362045,1.0,7,1,0
19,132045,none,320,137,0,0.6282151509948757,1.0,0,1,0
19,132045,random,320,138,104,0.6326939584245079,1.0,7,1,0
20,132046,baseline,320,142,23,0.6352974775353751,1.0,5,1,0
20,132046,treatment,320,142,28,0.6356728673350525,1.0,6,1,0
20,132046,none,320,142,0,0.6352974775353751,1.0,0,1,0
20,132046,random,320,142,93,0.6355256982535574,1.0,7,1,0
21,132047,baseline,320,141,27,0.6305998459846309,1.0,7,1,0
21,132047,treatment,320,140,36,0.6306629324020261,1.0,8,1,0
21,132047,none,320,141,0,0.6305998459846309,1.0,0,1,0
21,132047,random,320,140,103,0.6362715773381905,1.0,4,1,0
22,132048,baseline,320,143,27,0.632382101150471,1.0,5,1,0
22,132048,treatment,320,138,27,0.632331312350516,1.0,5,1,0
22,132048,none,320,143,0,0.632382101150471,1.0,0,1,0
22,132048,random,320,141,90,0.6438456242851125,1.0,5,1,0
23,132049,baseline,320,145,26,0.638958329313884,1.0,6,1,0
23,132049,treatment,320,141,31,0.6337847056645312,1.0,8,1,0
23,132049,none,320,145,0,0.638958329313884,1.0,0,1,0
23,132049,random,320,143,90,0.6328515690222074,1.0,6,1,0
