run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,162026,baseline,320,141,31,0.638826669400961,1.0,5,1,0
0,162026,treatment,320,139,36,0.6314328755331957,1.0,7,1,0
0,162026,none,320,141,0,0.638826669400961,1.0,0,1,0
0,162026,random,320,142,96,0.6331772447041586,1.0,8,1,0
1,162027,baseline,320,140,34,0.6335983411092746,1.0,6,1,0
1,162027,treatment,320,141,40,0.6275289278307932,1.0,8,1,0
1,162027,none,320,140,0,0.6335983411092746,1.0,0,1,0
1,162027,random,320,137,92,0.6237307447212672,1.0,5,1,0
2,162028,baseline,320,134,31,0.6316416798933524,1.0,5,1,0
2,162028,treatment,320,134,34,0.6336866048774559,1.0,6,1,0
2,162028,none,320,134,0,0.6316416798933524,1.0,0,1,0
2,162028,random,320,141,100,0.6301274636224421,1.0,7,1,0
3,162029,baseline,320,141,37,0.6344933235466821,1.0,7,1,0
3,162029,treatment,320,141,43,0.6375876230334463,1.0,7,1,0
3,162029,none,320,141,0,0.6344933235466821,1.0,0,1,0
3,162029,random,320,141,91,0.6356870987578136,1.0,7,1,0
4,162030,baseline,320,148,35,0.632431529894352,1.0,6,1,0
4,162030,treatment,320,141,40,0.6326128082810094,1.0,7,0,0
4,162030,none,320,148,0,0.632431529894352,1.0,0,1,0
4,162030,random,320,150,99,0.6345115865918929,1.0,6,1,0
5,162031,baseline,320,136,33,0.6381232395126493,1.0,5,1,0
5,162031,treatment,320,143,39,0.6324963589651196,1.0,7,1,0
5,162031,none,320,136,0,0.6381232395126493,1.0,0,1,0
5,162031,random,320,139,106,0.6341593138277074,1.0,6,1,0
6,162032,baseline,320,141,34,0.6373740161898892,1.0,6,1,0
6,162032,treatment,320,144,39,0.6316057965891161,1.0,6,1,0
6,162032,none,320,141,0,0.6373740161898892,1.0,0,1,0
6,162032,random,320,143,93,0.6349769112351743,1.0,6,1,0
7,162033,baseline,320,142,26,0.6375531432643734,1.0,5,1,0
7,162033,treatment,320,143,40,0.6350538581037031,1.0,6,1,0
7,162033,none,320,142,0,0.6375531432643734,1.0,0,1,0
7,162033,random,320,141,102,0.6332459329365036,1.0,8,1,0
8,162034,baseline,320,143,30,0.633649816612217,1.0,6,1,1
8,162034,treatment,320,140,39,0.6346488019085952,1.0,8,1,0
8,162034,none,320,143,0,0.633649816612217,1.0,0,1,0
8,162034,random,320,143,94,0.6377854244783665,1.0,7,1,0
9,162035,baseline,320,149,29,0.6392696957531985,1.0,5,1,0
9,162035,treatment,320,141,45,0.6373006061664339,1.0,7,1,0
9,162035,none,320,149,0,0.6392696957531985,1.0,0,1,0
9,162035,random,320,144,96,0.6367383993821143,1.0,3,1,0
10,162036,baseline,320,133,37,0.6356960263715199,1.0,6,1,0
10,162036,treatment,320,135,42,0.6304239111503206,1.0,8,0,1
10,162036,none,320,133,0,0.6356960263715199,1.0,0,1,0
10,162036,random,320,140,91,0.6283590566310083,1.0,6,1,0
11,162037,baseline,320,137,41,0.6329579444033777,1.0,5,1,0
11,162037,treatment,320,146,43,0.6278736681902591,1.0,7,1,0
11,162037,none,320,137,0,0.6329579444033777,1.0,0,1,0
11,162037,random,320,141,103,0.6389784272778414,1.0,6,1,0
12,162038,baseline,320,140,32,0.6327566089913236,1.0,6,1,0
12,162038,treatment,320,136,54,0.6328390373096072,1.0,8,1,0
12,162038,none,320,140,0,0.6327566089913236,1.0,0,1,0
12,162038,random,320,144,77,0.6312497877453961,1.0,5,1,0
13,162039,baseline,320,149,34,0.6360535595327336,1.0,4,1,0
13,162039,treatment,320,142,42,0.6339244930426484,1.0,6,1,1
13,162039,none,320,149,0,0.6360535595327336,1.0,0,1,0
13,162039,random,320,140,107,0.6344031246788289,1.0,6,1,0
14,162040,baseline,320,137,35,0.6351391621006585,1.0,5,1,0
14,162040,treatment,320,142,35,0.6322720459040225,1.0,7,1,0
14,162040,none,320,137,0,0.6351391621006585,1.0,0,1,0
14,162040,random,320,142,101,0.6317599598027575,1.0,10,1,0
15,162041,baseline,320,141,36,0.6366903706218364,1.0,6,1,0
15,162041,treatment,320,145,44,0.6342673530567549,1.0,7,1,0
15,162041,none,320,141,0,0.6366903706218364,1.0,0,1,0
15,162041,random,320,144,87,0.6362412946411424,1.0,11,0,1
16,162042,baseline,320,140,31,0.6339439072069316,1.0,4,1,0
16,162042,treatment,320,141,42,0.6297765956982712,1.0,6,1,0
16,162042,none,320,140,0,0.6339439072069316,1.0,0,1,0
16,162042,random,320,140,109,0.6284060883701407,1.0,5,1,0
17,162043,baseline,320,143,32,0.6347156839143129,1.0,7,1,0
17,162043,treatment,320,142,43,0.6370754946744299,1.0,8,1,0
17,162043,none,320,143,0,0.6347156839143129,1.0,0,1,0
17,162043,random,320,139,86,0.6319506133555237,1.0,3,1,0
18,162044,baseline,320,148,39,0.6338572759096939,1.0,5,1,0
18,162044,treatment,320,139,38,0.6345279346080384,1.0,7,1,0
18,162044,none,320,148,0,0.6338572759096939,1.0,0,1,0
18,162044,random,320,141,91,0.6347677965862945,1.0,9,1,0
19,162045,baseline,320,138,37,0.6380998870255377,1.0,5,1,0
19,162045,treatment,320,146,44,0.6375793575312094,1.0,6,1,0
19,162045,none,320,138,0,0.6380998870255377,1.0,0,1,0
19,162045,random,320,141,102,0.6356789079053684,1.0,9,1,0
20,162046,baseline,320,145,30,0.6340877907867044,1.0,6,1,0
20,162046,treatment,320,140,44,0.636417263326652,1.0,8,1,0
20,162046,none,320,145,0,0.6340877907867044,1.0,0,1,0
20,162046,random,320,141,89,0.6372630148193705,1.0,6,1,0
21,162047,baseline,320,145,33,0.6277670033105383,1.0,6,1,0
21,162047,treatment,320,138,41,0.6347769614171865,1.0,6,1,0
21,162047,none,320,145,0,0.6277670033105383,1.0,0,1,0
