run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,22026,baseline,320,138,23,0.6362832524335078,1.0,5,1,0
0,22026,treatment,320,138,31,0.6362832524335078,1.0,7,1,0
1,22027,baseline,320,139,29,0.6375068912604271,1.0,5,1,0
1,22027,treatment,320,139,37,0.6375068912604271,1.0,7,1,0
2,22028,baseline,320,142,25,0.6377402092389545,1.0,7,1,0
2,22028,treatment,320,142,32,0.6377402092389545,1.0,8,1,0
3,22029,baseline,320,142,31,0.6361112214756363,1.0,6,1,0
3,22029,treatment,320,142,39,0.6361112214756363,1.0,8,1,0
4,22030,baseline,320,144,26,0.637064049413247,1.0,6,1,0
4,22030,treatment,320,144,34,0.637064049413247,1.0,8,1,0
5,22031,baseline,320,145,27,0.638455007994246,1.0,5,1,0
5,22031,treatment,320,145,35,0.638455007994246,1.0,7,1,0
6,22032,baseline,320,137,23,0.6376140615174086,1.0,6,1,0
6,22032,treatment,320,137,31,0.6376140615174086,1.0,8,1,0
7,22033,baseline,320,144,24,0.6362576661698657,1.0,5,1,0
7,22033,treatment,320,144,32,0.6362576661698657,1.0,7,1,0
8,22034,baseline,320,143,22,0.6378018622807138,1.0,5,1,0
8,22034,treatment,320,143,30,0.6378018622807138,1.0,7,1,0
9,22035,baseline,320,138,24,0.6367365285905089,1.0,5,1,0
9,22035,treatment,320,138,32,0.6367365285905089,1.0,7,1,0
10,22036,baseline,320,139,26,0.6371456252247796,1.0,6,1,0
10,22036,treatment,320,139,34,0.6371456252247796,1.0,8,1,0
11,22037,baseline,320,141,25,0.6372069931689014,1.0,5,1,0
11,22037,treatment,320,141,32,0.6372069931689014,1.0,7,1,0
12,22038,baseline,320,144,28,0.6359329724888346,1.0,5,1,0
12,22038,treatment,320,144,36,0.6359329724888346,1.0,7,1,0
13,22039,baseline,320,143,27,0.6353218731651576,1.0,6,1,0
13,22039,treatment,320,143,34,0.6353218731651576,1.0,7,1,0
14,22040,baseline,320,140,23,0.6377314956497473,1.0,5,1,0
14,22040,treatment,320,140,31,0.6377314956497473,1.0,7,1,0
15,22041,baseline,320,142,30,0.6363358490889761,1.0,5,1,0
15,22041,treatment,320,142,38,0.6363358490889761,1.0,7,1,0
16,22042,baseline,320,144,29,0.6390551444811157,1.0,6,1,0
16,22042,treatment,320,144,37,0.6390551444811157,1.0,8,1,0
17,22043,baseline,320,142,25,0.6390352756158746,1.0,5,1,0
17,22043,treatment,320,142,32,0.6390352756158746,1.0,7,1,0
18,22044,baseline,320,140,27,0.6367621487122113,1.0,5,1,0
18,22044,treatment,320,140,35,0.6367621487122113,1.0,7,1,0
19,22045,baseline,320,140,27,0.6368933203070696,1.0,5,1,0
19,22045,treatment,320,140,35,0.6368933203070696,1.0,7,1,0
20,22046,baseline,320,141,26,0.6386766893168836,1.0,5,1,0
20,22046,treatment,320,141,33,0.6386766893168836,1.0,7,1,0
21,22047,baseline,320,142,23,0.6384132443392272,1.0,5,1,0
21,22047,treatment,320,142,31,0.6384132443392272,1.0,7,1,0
22,22048,baseline,320,140,25,0.6367673960848373,1.0,6,1,0
22,22048,treatment,320,140,33,0.6367673960848373,1.0,8,1,0
23,22049,baseline,320,147,30,0.6368094392036397,1.0,5,1,0
23,22049,treatment,320,147,38,0.6368094392036397,1.0,7,1,0
24,22050,baseline,320,139,29,0.6381287119465029,1.0,6,1,0
24,22050,treatment,320,139,36,0.6381287119465029,1.0,7,1,0
25,22051,baseline,320,137,27,0.6381487784737965,1.0,5,1,0
25,22051,treatment,320,137,35,0.6381487784737965,1.0,7,1,1
26,22052,baseline,320,140,33,0.6361908133920747,1.0,5,1,0
26,22052,treatment,320,140,41,0.6361908133920747,1.0,7,1,0
27,22053,baseline,320,138,22,0.6359365858612238,1.0,5,1,0
27,22053,treatment,320,138,30,0.6359365858612238,1.0,7,1,0
28,22054,baseline,320,142,23,0.6372997455206565,1.0,5,1,0
28,22054,treatment,320,142,30,0.6372997455206565,1.0,7,1,0
29,22055,baseline,320,141,25,0.6378796743631172,1.0,6,1,0
29,22055,treatment,320,141,33,0.6378796743631172,1.0,8,1,0
