run_id,seed,condition,total_views,total_shares,total_negative_feedback,avg_watch_ratio,avg_traffic_pool_level,comedy_negative_count,comedy_traffic_pool_level,lifestyle_traffic_pool_level
0,92026,baseline,320,141,33,0.6390652913339151,1.0,6,1,0
0,92026,treatment,320,145,35,0.6425282025743189,1.0,7,1,0
1,92027,baseline,320,139,38,0.6340616040197142,1.0,4,1,0
1,92027,treatment,320,138,40,0.6378583450004431,1.0,6,1,0
2,92028,baseline,320,142,34,0.6379644726268674,1.0,6,1,0
2,92028,treatment,320,144,39,0.6387117663919362,1.0,6,1,0
3,92029,baseline,320,146,34,0.6335255858251542,1.0,7,0,0
3,92029,treatment,320,145,38,0.6398195669271795,1.0,8,0,0
4,92030,baseline,320,142,35,0.6389686723739477,1.0,5,1,0
4,92030,treatment,320,139,36,0.634508426393479,1.0,6,1,0
5,92031,baseline,320,139,34,0.6322477295102453,1.0,5,1,0
5,92031,treatment,320,145,37,0.6332503620923117,1.0,7,1,0
6,92032,baseline,320,141,37,0.6324101288271927,1.0,5,1,0
6,92032,treatment,320,140,42,0.6347379240209841,1.0,7,1,0
7,92033,baseline,320,143,38,0.63853726188905,1.0,5,1,0
7,92033,treatment,320,142,36,0.6377808081713356,1.0,6,1,0
8,92034,baseline,320,142,33,0.6305015882158956,1.0,5,1,0
8,92034,treatment,320,130,36,0.6345369404442913,1.0,6,1,0
9,92035,baseline,320,142,31,0.6359584973393586,1.0,5,1,0
9,92035,treatment,320,142,43,0.6371841263093281,1.0,6,1,0
10,92036,baseline,320,135,30,0.6363124926130335,1.0,4,1,0
10,92036,treatment,320,142,36,0.6350174746509046,1.0,6,1,1
11,92037,baseline,320,139,26,0.6353116990599278,1.0,6,1,0
11,92037,treatment,320,142,33,0.6375205146104752,1.0,7,1,0
12,92038,baseline,320,138,31,0.6397466627260094,1.0,6,1,0
12,92038,treatment,320,141,45,0.6361172404603438,1.0,7,1,0
13,92039,baseline,320,143,39,0.6320645842194348,1.0,7,1,0
13,92039,treatment,320,144,43,0.6359023370387134,1.0,9,0,0
14,92040,baseline,320,144,30,0.6374164092598693,1.0,5,1,0
14,92040,treatment,320,140,35,0.6395124859281146,1.0,5,1,0
15,92041,baseline,320,146,31,0.6381176354598528,1.0,5,1,0
15,92041,treatment,320,137,34,0.6357936759342934,1.0,6,1,0
16,92042,baseline,320,144,36,0.6350842667012192,1.0,7,1,0
16,92042,treatment,320,144,34,0.6334368094385779,1.0,8,0,0
17,92043,baseline,320,147,29,0.6394634722259779,1.0,5,1,0
17,92043,treatment,320,144,39,0.6334300818723624,1.0,7,1,0
18,92044,baseline,320,141,36,0.6345867063474784,1.0,5,1,0
18,92044,treatment,320,143,39,0.6366879784295116,1.0,6,1,0
19,92045,baseline,320,142,32,0.6356377294236419,1.0,5,1,0
19,92045,treatment,320,144,35,0.6399114897388685,1.0,7,1,0
20,92046,baseline,320,143,31,0.6374393067132151,1.0,7,1,0
20,92046,treatment,320,141,38,0.6355454672843832,1.0,8,1,0
21,92047,baseline,320,139,39,0.6362445328257204,1.0,6,1,1
21,92047,treatment,320,140,42,0.6374368962920431,1.0,6,1,0
22,92048,baseline,320,138,26,0.6382404667867732,1.0,6,1,0
22,92048,treatment,320,141,37,0.6338891436009502,1.0,8,1,0
23,92049,baseline,320,141,27,0.6312669810349752,1.0,5,1,0
23,92049,treatment,320,144,40,0.6374033944517861,1.0,7,1,0
24,92050,baseline,320,143,31,0.6358468467689733,1.0,6,1,0
24,92050,treatment,320,145,39,0.6359493786784569,1.0,8,1,1
25,92051,baseline,320,145,35,0.6330893261730315,1.0,5,1,0
25,92051,treatment,320,143,37,0.6316086410273105,1.0,7,1,0
26,92052,baseline,320,139,25,0.6376689414791805,1.0,5,1,0
26,92052,treatment,320,142,31,0.6351797940726609,1.0,7,1,0
27,92053,baseline,320,141,40,0.6352232455421192,1.0,6,1,1
27,92053,treatment,320,141,48,0.6400248518687949,1.0,8,1,0
28,92054,baseline,320,141,34,0.6357614486319092,1.0,5,1,0
28,92054,treatment,320,144,42,0.6377261468083912,1.0,7,1,0
29,92055,baseline,320,142,34,0.6353563520619199,1.0,6,1,0
29,92055,treatment,320,140,39,0.6311128880133455,1.0,8,1,1
